Date,Startup Name,Industry Vertical,SubVertical,City,Investors Name,InvestmentnType, Amount in USD ,,,,
23-07-2018,Log9 Materials,Technology,Nanotechnology Company Specializing In Graphene,Bengaluru,"Metaform Ventures, Hemant Luthra, Micro venture capital firm GEMS Partners and Others",Seed/ Angel Funding,436000,,,,
24-07-2018,kidovators,Ed-Tech,Skill Learning Platform,Bengaluru,Gray Matters,Seed/ Angel Funding,180000,,,,
24-07-2018,Digit,Consumer Internet,Online Insurance Startup,Pune,Fairfax,Private Equity,45000000,,,,
25-07-2018,Trell,Consumer Internet,Mobile-First Video Blogging App,Bengaluru,"BeeNext , WEH Ventures and Sprout Ventures",Seed/ Angel Funding,1250000,,,,
25-07-2018,iqlect,Technology,Data Analytics Firm,Bengaluru,Ventureast and Exfinity,Seed/ Angel Funding,2500000,,,,
25-07-2018,Black Soil,Finance,Non-Banking Financial Company,Mumbai,"Allcargo Logistics, Navneet Education and Mahavir Agency",Private Equity,17000000,,,,
26-07-2018,TheCapitalNet,Fin-Tech,Unified Global Investments Ecosystem,Hyderabad,Lindwall Family Investments LLC (LFI),Private Equity,500000,,,,
26-07-2018,Entropik,IT,Software-As-A-Service Platform,Bengaluru,"Bharat Innovation, IDFC-Parampara Capital, Arthavida Ventures, Jitendra Gupta & Others",Seed/ Angel Funding,1100000,,,,
30-07-2018,Shuttl,Consumer Internet,Bus Aggregation Platform,Gurugram,Amazon Alexa Fund & Dentsu Ventures,Private Equity,11000000,,,,
30-07-2018,Cure Fit,Consumer Internet,Health and fitness Platform,Bengaluru,"IDG Ventures, Accel Partners, Kalaari Capital and Others",Private Equity,120000000,,,,
31-07-2018,Healthsignz,Healthcare,Health and Well being Platform,Hyderabad,Kantilal Patel,Seed/ Angel Funding,5000000,,,,
31-07-2018,Five Star Group,Fin-Tech,Non-Bank Lending Platform For SME,Chennai,"TPG, Norwest Venture Partners, Sequoia Capital & Matrix Partners",Private Equity,100000000,,,,
01-08-2018,dishq,Food-Tech,Personalisation Technology Firm Focusing On The Food And Beverage Industry,Bengaluru,"Farm To Fork, Arts Alliance, The Syndicate Fund, Sven Hensen, Zeroth and Artesian Venture Partners",Seed/ Angel Funding,400000,,,,
02-08-2018,Samosa Labs,Consumer Internet,Social Media and Chat Entertainment Platform,Hyderabad,Xiaomi and Sequoia Capital India,Private Equity,7000000,,,,
03-08-2018,ZiffyHomes,Consumer Internet,Online Home Rental Marketplace,Gurugram,Y Combinator,Private Equity,120000,,,,
07-08-2018,My OmNamo,Consumer Internet,Holy Platform Offering Customised Puja Packages To Individuals and Corporates,Mumbai,N/A,Seed/ Angel Funding,1000000,,,,
07-08-2018,MakeMyTrip,Consumer Internet,Online Travel Aggregator,Gurugram,MakeMyTrip Limited,Private Equity,10000000,,,,
07-08-2018,ShopX,Consumer Internet,Assisted E-commerce Platform,Bengaluru,Fung Strategic Holdings,Private Equity,35000000,,,,
08-08-2018,Hansel io,Consumer Internet,Real-time Mobile App Management,Bengaluru,Vertex Ventures,Seed/ Angel Funding,4000000,,,,
08-08-2018,Metro Bikes,Consumer Internet,Online Bike Rental Marketplace,Bengaluru,"Sequoia Capital India Advisors, Accel Partners and G Raghunandan",Private Equity,12200000,,,,
08-08-2018,Phone Pe,Consumer Internet,UPI Payments App,Bengaluru,Flipkart,Private Equity,66000000,,,,
09-08-2018,Happy EMI,Fin-Tech,Consumer Financing Platform,Bengaluru,AJ Ventures and Jain International Trade Organisation (JITO),Seed/ Angel Funding,1000000,,,,
09-08-2018,quizizz,Ed-Tech,e-learning Platform,Bengaluru,"Nexus Venture Partners, Prime Venture Partners and Others",Seed/ Angel Funding,3000000,,,,
13-08-2018,Inthree,Consumer Internet,Rural E-commerce Platform,Chennai,"Ventureast, Orios Venture Partners and the IAN Fund",Seed/ Angel Funding,4000000,,,,
13-08-2018,Observe AI,Technology,AI Based Solutions Platform,Bengaluru,"Nexus Venture Partners, MGV, Liquid 2 Ventures, Hack VC, Emergent Ventures and Y Combinator",Private Equity,8000000,,,,
16-08-2018,Enakshi,Consumer Internet,AI Based Solutions Platform,Ahmedabad,N/A,Seed/ Angel Funding,114811,,,,
17-08-2018,EazyDiner,Consumer Internet,Online Restaurant Table Reservation Platform,Gurugram,Denlow Investment Trust and Beenext,Private Equity,5850000,,,,
20-08-2018,Finzy,Fin-Tech,Online Loan Matchmaking Platform,Bengaluru,N/A,Seed/ Angel Funding,1000000,,,,
20-08-2018,RawPressery,Consumer Internet,Online Organic Juice Delivery Service,Mumbai,Alteria Capital,Debt Funding,4800000,,,,
22-08-2018,Pi Ventures,Technology,Applied Artificial Intelligence and IoT focused\\xc2\\xa0Platform,Bengaluru,CDC Group plc\\xc2\\xa0,Private Equity,6000000,,,,
22-08-2018,Revv,Consumer Internet,Online Indian Car Rental Platform,Gurugram,"Hyundai, Edelweiss and Beenext, Dream Incubator, Sunjay Kapoor and Telama Investment",Private Equity,14270000,,,,
26-08-2018,Shubh Loans,Fin-Tech,Customer Sourcing Platform,Bengaluru,"Saama Capital, SRI Capital, Beenext, and Pravega Ventures",Private Equity,4200000,,,,
26-08-2018,ZestMoney,Consumer Internet,Online Lending Platform,Bengaluru,"Xiaomi,PayU, Ribbit Capital and Omidyar Network",Private Equity,13400000,,,,
27-08-2018,MyUpchar,Healthcare,Local Language Health Content App,Delhi,"Nexus Venture Partners, Omidyar Network and Shunwei Capital",Private Equity,5000000,,,,
28-08-2018,Narvar,IT,Post-Purchase Customer Engagement Platform\\xc2\\xa0,Bengaluru,Accel (formerly known as Accel Partners),Private Equity,3000000,,,,
30-08-2018,True North,Finance,Private Equity Firm,Mumbai,N/A,Private Equity,600000000,,,,
01-09-2018,Netmeds,Consumer Internet,Online Pharmacy Chain,Chennai,"Sistema Asia Fund, Sistema JSFC and Tanncam Investment",Private Equity,35000000,,,,
03-09-2018,Daily hunt,Consumer Internet,News and ebooks Mobile App ,Bengaluru,Falcon Edge,Private Equity,6390000,,,,
03-09-2018,Udaan,B2B Platform,Logistics and Shipping,Bengaluru,DST Global and Lightspeed Venture Partners   global fund.,Private Equity,225000000,,,,
04-09-2018,3HCare,Healthcare,Healthcare Service Provider,Delhi,N/A,Seed/ Angel Funding,1000000,,,,
05-09-2018,Nykaa,Consumer Internet,Online Marketplace For Multi-brand Beauty Cosmetic and Wellness Products,Mumbai,Lighthouse,Private Equity,157200000,,,,
06-09-2018,Dream11,Consumer Internet,Online Gaming Platform,Mumbai,"Tencent, Kalaari Capital and Private equity firm Multiples Alternate Asset Management",Private Equity,100000000,,,,
10-09-2018,MamaEarth,Healthcare,Online Marketplace For Mother and Babycare Products,Gurugram,Stellaris Ventures & Others,Private Equity,4000000,,,,
11-09-2018,Upwards,Fin-Tech,Online Micro Lending Marketplace,Mumbai,"Shunwei Capital,Quotient, Mayfield & Others",Private Equity,5000000,,,,
11-09-2018,Pharmeasy,Consumer Internet,Online Marketplace For Pharmaceutical Products,Mumbai,InnoVen Capital,Debt Funding,5500000,,,,
11-09-2018,AutoGrid,Technology,AI-Based Energy Optimisation and Control Provider,Bengaluru,"CLP Holdings Group, Innogy,  rstead, and Tenaska",Private Equity,32000000,,,,
12-09-2018,Kissht,Fin-Tech,Online lending Platform,Mumbai,"Vertex Ventures Southeast Asia (SEA) and India and Sistema Asia Fund, Fosun RZ Capital, Ventureast, and Endiya Partners.\\n\\n",Private Equity,30000000,,,,
02-10-2018,Origo Commodities India Pvt. Ltd,Logistics,Supply Chain,Hyderabad,"Cooperative Oikocredit, Caspian and Hivos-Triodos Fund",Seed/ Angel Funding,11000000,,,,
04-10-2018,Grover Zampa,Food & Beverage,Wine,Mumbai,Ravi Viswanathan,Private Equity,8200000,,,,
05-10-2018,Droom,Automobile,New and Used Cars Platform,Gurgaon,ZigExN,Series E,3000000,,,,
11-10-2018,Innov8,Real Estate,Co-Working,New Delhi,Credence Family Office,Pre-Series A,4000000,,,,
12-10-2018,LetsTransport,Logistics,Logistics Tech,Bengaluru,Fosun International,Series C,12000000,,,,
12-10-2018,Blackbuck,Logistics,Logistics Tech,Bengaluru,Sequoia Capital India,Private Equity,14680000,,,,
01-11-2018,GoDesi,Food & Beverage,Regional Flavours,Bengaluru,Lead Angels Network,Seed/ Angel Funding,138995,,,,
03-11-2018,Veritas Finance Ltd.,NBFC,MSME Finance,Chennai,"Norwest Venture Partners, CDC Group, the UK\\xe2\\x80\\x99s Development Finance Institution and P Surendra Pai",Series D,27799000,,,,
06-11-2018,Meesho,ECommerce,Social Commerce,Bengaluru,"Shunwei Capital, DST Partners and RPS Ventures",Series C,50000000,,,,
08-11-2018,Mobile Premier League,Gaming,Mobile e-Sports,Bengaluru,Undisclosed,Series A,500000,,,,
08-11-2018,A&R Bon Vivants,Food & Beverage,Meat Retail Chain,Jaipur,"RB Investments, Singapore",Equity,1000000,,,,
12-11-2018,Blackbuck,Food-Tech,POS For Online Ordering,Bengaluru,Tiger Global,Series A,1000000,,,,
12-11-2018,MilkBAsket,Food & Beverage,Micro-delivery grocery service,New Delhi,Mayfield Fund,Series B,1300000,,,,
13-11-2018,DriveU,Transportation,On-Demand Drivers,Bengaluru,Stevens Creek Ventures,Mezzanine,1000000,,,,
14-11-2018,CleanseCar,Services,Car Wash,Bengaluru,Venture Catalysts,Seed/ Angel Funding,500000,,,,
19-11-2018,Automation Anywhere,Automation,Robotics,California,SoftBank Vision Fund,Series B,300000000,,,,
20-11-2018,HealthifyMe,Healthcare,Wellness Coach,Bengaluru,"Sistema Asia Fund, VC Samsung NEXT, Chiratae Ventures, Inventus Capital, Blume Ventures and Innoven Capital.",Series B (Extension),6000000,,,,
21-11-2018,Genius Corner,Education,Personalized Learning,Noida,Individual investors,Seed ,278000,,,,
22-11-2018,Aavishkaar-Intellecap Group,Investment,SME Funding,Mumbai,Teachers Insurance and Annuity Association (TIAA),Equity,31000000,,,,
23-11-2018,Signzy,Fin-Tech,Digital Onboarding Solution,Mumbai,"Stellaris Venture Partners and Kalaari Capital, Rajan Anandan from Google, Dilip Khandwelwal from SAP Labs India, and Amrish Rau from PayU India",Series A,3400000,,,,
24-11-2018,Engineer.ai,Software,AI Platform,India,"Lakestar and Jungle Ventures, Softbank\\xe2\\x80\\x99s DeepCore.",Series A,29500000,,,,
25-11-2018,Roposo,Social Media,Video Sharing,Delhi,Bertelsmann India Investments,Series B,1700000,,,,
25-11-2018,InCred Finance,Finance,SME Lending,India,"Paragon Partners, Individual Investors",Private Equity,42000000,,,,
01-12-2018,UrbanClap Technologies Pvt. Ltd,Services,Home services marketplace,New Delhi,Steadview Capital and Vy Capital.,Series D,50000000,,,,
02-12-2018,Career Anna,Ed-Tech,"Video-based certification, trainings",Gurugram,Individual Investors,Pre-Series A,572000,,,,
02-12-2018,Guiddoo,Travel Tech,Platform for travel agents,Mumbai,Individual Investors,Pre-Series A,800000,,,,
04-12-2018,Nagpur Wholesale,Online Marketplace,eCommerce,Nagpur,Omphalos Ventures India LLP,Seed ,143000,,,,
04-12-2018,Manch,Social Media,Hyperlocal Content,Delhi,Stellaris Venture Partners,Seed,700000,,,,
06-12-2018,ShopKirana,B2B Platform,eCommerce,Indore,"Info Edge, AET Fund, Akatsuki and Incubate Fund from Japan and Better Capital AngelList syndicate.",Seed ,2000000,,,,
06-12-2018,BuildSupply,ECommerce,"Real Estate, ERP",Gurugram,"Venture Highway, GREE Ventures, Space Matrix, Individual Investors",Series A,3500000,,,,
03-01-2019,CarDekho,Automobile,Online Marketplace,Jaipur,"Sequoia India, Hillhouse Capital, Alphabet\\xe2\\x80\\x99s growth investment arm Capital G and Axis Bank",Series C,110000000,,,,
04-01-2019,Samunnati Financial Intermediation & Services Pvt. Ltd,Finance,Non-banking financial company,Chennai,"MASSIF, a Dutch government fund",Debt Funding,5000000,,,,
04-01-2019,Vyome Therapeutics Inc.,Healthcare,Specialty pharmaceutical,India,"Iron Pillar, Perceptive Advisors, Romulus Capital and Kalaari Capital",Series D,22000000,,,,
08-02-2019,Zilingo,ECommerce,Fashion & Apparel,India,"Sequoia Capital and Temasek Holdings, EDBI, Burda Principal Investments, and Sofina",Series D,226000000,,,,
13-02-2019,NanoClean Global,Nanotechnology,Anti-Pollution,New Delhi,"LetsVenture, PitchRight Venture, 91SpringBoard, AL Nour International Holdings and Mark V Investments",Series A,600000,,,,
10-04-2019,Unacademy,Ed-Tech,E-learning,Bengaluru,Kalyan Krishnamurthy,Seed/ Angel Funding,307000,,,,
10-04-2019,Kabadiwala,ECommerce,Waste Management,Bhopal,"Unilever, Beehive Capital Advisor, ABCOM Investments, Parekh Marine Transport,",Private Equity,430665,,,,
10-04-2019,Craftsvilla,ECommerce,Fashion and Apparel,Mumbai,Supera Pte Ltd,Inhouse Funding,2443495,,,,
10-04-2019,Toppr,Ed-Tech,E-learning,Mumbai,Milestone,Debt and Preference capital,6320820,,,,
11-04-2019,Setu,Fin-Tech,Banking,Bengaluru,Lightspeed India Partners,Seed ,3500000,,,,
11-04-2019,CleverTap,SaaS,Mobile analytics and marketing,Mumbai,"Sequoia India, Tiger Global Management, Accel Partners",Series B,26000000,,,,
12-04-2019,Azah,Healthcare,Organic wellness,Gurugram,Unnamed angel investors,Seed ,200000,,,,
12-04-2019,Medlife,ECommerce,Online Medicine,Bengaluru,Prasid Uno Family Trust,Private Equity,17000000,,,,
13-04-2019,Tripoto,Social Media,Travel,New Delhi,"Orchid India, Hornbill Orchid India Fund, Chiratae Ventures (formerly IDG Ventures), 3one4 Capital, Lasmer NV",Series B,3591375,,,,
16-04-2019,Kuvera,Finance,Wealth Management,Bengaluru,Eight Roads,Series A,45000000,,,,
17-04-2019,Increff,Technology,Supply-chain technology solutions,Bengaluru,"021 Capita, Binny Bansal",Series A,3000000,,,,
17-04-2019,Shuttl,Transportation,Bus Aggregation,Gurugram,New Atlantic Ventures,Venture Round,5000000,,,,
19-04-2019,My Healthcare,ECommerce,Software Solutions,Bengaluru,Sixth Sense Ventures,Series A,3000000,,,,
19-04-2019,KrazyBee,ECommerce,Lending Platform,Bengaluru,"BAC Acquisitions, Unifi AIF, BRD Securities, Northern R Capital",Debt Funding,14342000,"₹ 1,43,42,000.00",,,
01-05-2019,BlackBuck,Transportation,Logistics,Bengaluru,"Goldman Sachs Investment Partners and Silicon Valley-based Accel, Wellington, Sequoia Capital, B Capital, LightStreet, Sands Capital and International Finance Corporation,",Series D,150000000,,,,
02-05-2019,Zenoti,Saas,Beauty and Wellness Industry,Hyderabad,Tiger Global Management,Series C,50000000,,,,
06-05-2019,Saahas Zero Waste,Waste Management Service,Optimization,Bengaluru,C4D Partners,Venture - Series Unknown,868600,,,,
28-05-2019,Ather Energy,Automobile,Electric Vehicle,Bengaluru,Sachin Bansal,Series C,51000000,,,,
28-05-2019,FreshVnF,Agriculture,Fresh Agriculture Produces,Mumbai,Equanimity Ventures,Seed ,140000000,,,,
30-05-2019,GlowRoad,ECommerce,Retail,Bengaluru,"Korea Investment Partners, Vertex Ventures",Series B,11500000,,,,
31-05-2019,Bira91,Food & Beverage,Brewery,New Delhi,Sixth Sense Ventures,Series B,5600000,,,,
03-06-2019,Agara Labs,Deep-Tech,Artificial Intelligence,Bengaluru,Blume Ventures and RTP Global,Pre-Series A,2500000,,,,
03-06-2019,Avail Finance,Finance,FinTech,Bengaluru,Matrix Partners,Series A,9000000,,,,
04-06-2019,Leegality,Services,Digital Documentation,Mumbai,Mumbai Angels,Series A,3400000,,,,
04-06-2019,Bira91,Food & Beverage,Brewery,New Delhi,Anicut Capital,Debt Funding,10000000,,,,
04-06-2019,Recykal,Waste Management Service,Optimization,Hyderabad,"Triton Investment Advisors, Pidilite Industries director Ajay Parekh",Pre-Series A,26000000,,,,
04-06-2019,BharatPe,Finance,FinTech,New Delhi,Insight Partners,Series B,75000000,,,,
05-06-2019,NoBroker,ECommerce,Real Estate,Bengaluru,General Atlantic,Series C,51000000,,,,
06-06-2019,Pratilipi,Digital Media,E-Books,Bengaluru,Qiming Venture Partners,Series B,15109500,,,,
06-06-2019,Chakr Innovation,Energy,Renewable Energy,New Delhi,IAN Fund,Series A,26000000,,,,
06-06-2019,Biz2Credit,Fin-Tech,Online Lending Platform,New York,WestBridge Capital,Series B,52000000,,,,
08-06-2019,Vogo Automotive Pvt. Ltd.,Transportation,Dockless Scooter Rental Company,Bengaluru,Alteria Capital,Debt Funding,3584000,,,,
10-06-2019,Bolo App,Digital Media,Video Platform,Bengaluru,Nexus Venture Partners,Seed ,430200,,,,
10-06-2019,OkCredit,Fin-Tech,Financial Services,Haryana,Tiger Global Management,Series A,15500000,,,,
01-07-2019,WizCounsel,Compliance,Consulting,New Delhi,Kapil Dev,Angel,145000,,,,
01-07-2019,Uniphore,Artificial Intelligence,Speech Recognition,Taramani,March Capital Partners,Series C,38080000,,,,
02-07-2019,Atlan,IT,Big Data,Singapore,WaterBridge Ventures,Pre-Series A,2500000,,,,
02-07-2019,RenewBuy,Finance,Auto Insurance,Gurgaon,"Lok Capital, IIFL Wealth",Series B,19000000,,,,
03-07-2019,Ola Cabs,Transportation,Cabs,Bengaluru,"DIG Investment Ab, Deshe Holdings, Samih Toukan and Hussam Khoury",Series J,1000000,,,,
04-07-2019,Daalchini Technologies,Food & Beverage,Digital Vending Machine,New Delhi,Artha Venture,Seed ,500000,,,,
08-07-2019,Board Infinity,Ed-Tech,Full-stack career platform,Chembur,Multiple Angel Investors,Angel ,319605,,,,
09-07-2019,House of Msasaba,Luxury Label,Clothes and Apparel,Mumbai,Binny Bansal,Series A,1000000,,,,
10-07-2019,HealthAssure,Healthcare,Primary care medical network,Mumbai,Blume Ventures,Series A,2500000,,,,
10-07-2019,Indus OS,Technology,Smartphone Operating System,Andheri,Ventureast,Series B,5750000,,,,
10-07-2019,Ezyhaul,Technology,Logistics,Singapore,Undisclosed,Series B,16000000,,,,
10-07-2019,BYJUS,Ed-Tech,Education,Bengaluru,Qatar Investment Authority,Private Equity ,150000000,,,,
11-07-2019,Moglix,ECommerce,Industrial Tools and Equipments,Singapore,"Composite Capital Management, Sequoia Capital India, Tiger Global Management",Series D,60000000,,,,
01-08-2019,Progcap,Finance,Supply Chain Management,New Delhi,Sequoia India,Series A,5000000,,,,
01-08-2019,CarDekho,ECommerce,Automotive,Gurgaon,SC GG India Mobility Holdings LLC,Series C,20000000,,,,
01-08-2019,Pine Labs,IT,Last-mile retail transaction technology,Noida,Pine Labs Pte Ltd,Corporate Round,38080000,,,,
01-08-2019,Alteria Capital,Finance,VC Funds,Mumbai,"Azim Premji, Binny Bansal",Single Venture,140000000,,,,
12-08-2019,Meesho,ECommerce,Social Commerce,Bengaluru,Naspers,Series D,125000000,,,Mean,302011333.3
13-08-2019,Cars24,ECommerce,Car Retail,Gurugram,MS Dhoni,Series D,11000000,,,Median,
13-08-2019,Uniphore,Consumer Internet,Conversational AI,Palo Alto,March Capital Partners,Series C,51000000,,,Mode,
19-08-2019,Grofers,ECommerce,Grocery Delivery,Gurgaon,Softbank Vision Fund,Series F,70000000,,,,
21-08-2019,HungerBox,Food & Beverage,B2B Foodtech,Bengaluru,One97 Communications Ltd.,Series C,6590000,,,,
22-08-2019,INDwealth,Fin-Tech,Wealth Management,Gurgaon,Tiger Global Management,Venture Round,15000000,,,,
23-08-2019,Lo! Foods,Consumer Goods,Low carb food for Diabetics,Bengaluru,"Rashmi Daga (founder, FreshMenu), Raveen Sastry (co-founder, Myntra) and Mitesh Shah (finance chief, BookMyShow)",Seed ,500000,,,,
23-08-2019,AdmitKard,Ed-Tech,University Admissions,Noida,Growth DNA,Seed ,1000000,s,,,
23-08-2019,Zendrive,Automobile,Road Safety Analytics,San Francisco,XL Innovate,Series B,37000000,,,,
